0,TIME,SOFTWARE,STATUS,FEATURE,USER_MACHINE,LICENSES
5134,23:12:11,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5135,23:14:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5136,23:14:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5137,23:19:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5138,23:19:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5139,23:27:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5140,23:27:41,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5141,23:29:46,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5142,23:29:46,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5143,23:34:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5144,23:34:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5145,23:43:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5146,23:43:11,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5147,23:45:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5148,23:45:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5149,23:50:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5150,23:50:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5151,23:58:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5152,23:58:41,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5153,0:00:46,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5154,0:00:46,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5155,0:05:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5156,0:05:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5157,0:14:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5158,0:14:11,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5159,0:16:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5160,0:16:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5161,0:21:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5162,0:21:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5163,0:29:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5164,0:29:41,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5165,0:31:46,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5166,0:31:46,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5167,0:36:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5168,0:36:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5169,0:45:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5170,0:45:11,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5171,0:47:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5172,0:47:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5173,0:49:27,(lmgrd),TIMESTAMP,5/28/2023,,
5174,0:52:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5175,0:52:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5176,1:00:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5177,1:00:41,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5178,1:02:46,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5179,1:02:46,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5180,1:07:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5181,1:07:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5182,1:16:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5183,1:16:11,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5184,1:18:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5185,1:18:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5186,1:23:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5187,1:23:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5188,1:31:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5189,1:31:41,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5190,1:33:46,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5191,1:33:46,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5192,1:38:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5193,1:38:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5194,1:47:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5195,1:47:11,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5196,1:49:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5197,1:49:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5198,1:54:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5199,1:54:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5200,2:02:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5201,2:02:41,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5202,2:04:46,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5203,2:04:46,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5204,2:09:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5205,2:09:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5206,2:18:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5207,2:18:11,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5208,2:20:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5209,2:20:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5210,2:24:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5211,2:24:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5212,2:33:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5213,2:33:41,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5214,2:35:46,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5215,2:35:46,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5216,2:40:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5217,2:40:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5218,2:49:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5219,2:49:11,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5220,2:51:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5221,2:51:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5222,2:55:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5223,2:55:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5224,3:04:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5225,3:04:41,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5226,3:06:46,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5227,3:06:46,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5228,3:11:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5229,3:11:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5230,3:20:11,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5231,3:20:11,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5232,3:22:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5233,3:22:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5234,3:26:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5235,3:26:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5236,3:35:41,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5237,3:35:41,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5238,3:37:46,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5239,3:37:46,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5240,3:42:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5241,3:42:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5242,3:51:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5243,3:51:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5244,3:53:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5245,3:53:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5246,3:57:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5247,3:57:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5248,4:06:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5249,4:06:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5250,4:08:46,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5251,4:08:46,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5252,4:13:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5253,4:13:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5254,4:22:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5255,4:22:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5256,4:24:16,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5257,4:24:16,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5258,4:28:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5259,4:28:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5260,4:37:29,(ABAQUSLM),TIMESTAMP,5/28/2023,,
5261,4:37:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5262,4:37:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5263,4:39:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5264,4:39:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5265,4:44:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5266,4:44:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5267,4:53:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5268,4:53:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5269,4:55:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5270,4:55:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5271,4:59:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5272,4:59:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5273,5:08:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5274,5:08:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5275,5:10:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5276,5:10:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5277,5:15:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5278,5:15:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5279,5:24:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5280,5:24:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5281,5:26:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5282,5:26:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5283,5:30:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5284,5:30:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5285,5:39:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5286,5:39:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5287,5:41:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5288,5:41:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5289,5:46:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5290,5:46:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5291,5:55:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5292,5:55:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5293,5:57:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5294,5:57:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5295,6:01:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5296,6:01:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5297,6:10:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5298,6:10:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5299,6:12:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5300,6:12:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5301,6:17:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5302,6:17:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5303,6:26:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5304,6:26:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5305,6:28:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5306,6:28:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5307,6:32:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5308,6:32:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5309,6:41:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5310,6:41:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5311,6:43:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5312,6:43:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5313,6:48:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5314,6:48:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5315,6:49:27,(lmgrd),TIMESTAMP,5/28/2023,,
5316,6:57:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5317,6:57:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5318,6:59:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5319,6:59:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5320,7:03:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5321,7:03:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5322,7:12:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5323,7:12:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5324,7:14:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5325,7:14:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5326,7:19:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5327,7:19:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5328,7:28:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5329,7:28:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5330,7:30:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5331,7:30:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5332,7:34:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5333,7:34:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5334,7:43:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5335,7:43:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5336,7:45:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5337,7:45:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5338,7:50:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5339,7:50:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5340,7:59:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5341,7:59:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5342,8:01:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5343,8:01:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5344,8:05:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5345,8:05:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5346,8:14:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5347,8:14:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5348,8:16:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5349,8:16:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5350,8:21:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5351,8:21:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5352,8:29:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5353,8:29:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5354,8:32:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5355,8:32:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5356,8:36:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5357,8:36:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5358,8:45:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5359,8:45:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5360,8:47:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5361,8:47:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5362,8:52:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5363,8:52:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5364,9:00:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5365,9:00:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5366,9:03:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5367,9:03:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5368,9:07:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5369,9:07:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5370,9:16:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5371,9:16:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5372,9:18:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5373,9:18:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5374,9:23:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5375,9:23:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5376,9:31:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5377,9:31:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5378,9:33:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5379,9:33:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5380,9:38:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5381,9:38:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5382,9:47:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5383,9:47:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5384,9:49:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5385,9:49:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5386,9:54:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5387,9:54:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5388,10:02:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5389,10:02:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5390,10:04:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5391,10:04:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5392,10:09:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5393,10:09:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5394,10:18:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5395,10:18:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5396,10:20:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5397,10:20:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5398,10:25:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5399,10:25:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5400,10:33:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5401,10:33:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5402,10:35:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5403,10:35:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5404,10:40:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5405,10:40:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5406,10:42:29,(ABAQUSLM),TIMESTAMP,5/28/2023,,
5407,10:49:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5408,10:49:12,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5409,10:51:17,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5410,10:51:17,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5411,10:56:18,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5412,10:56:18,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5413,11:04:42,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
5414,11:04:42,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(30
5415,11:06:47,(ABAQUSLM),DENIED:,abaqus,prince@node354.igcar.gov.in,(5
5416,11:06:47,(ABAQUSLM),DENIED:,standard,prince@node354.igcar.gov.in,(5
5417,11:11:48,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node355.igcar.gov.in,(8
5418,11:11:48,(ABAQUSLM),DENIED:,standard,rosysarkar@node355.igcar.gov.in,(8
5419,11:20:12,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(30
